intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,match_filename,match_name,match_md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
9304000,0.021896143934669286,0.9752620545073375,0.021896143934669286,0.008374621538741904,6.717325881341359,6.0,5.883694395959741,/dev/fd/63,"GCF_000013645.1 Paraburkholderia xenovorans LB400 strain=LB400, ASM1364v1",ee9cb05018009af43429e83e7d502a0a,0.9752620545073375,9304000,0,415611000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,dna,1000,424915,true,0.8840228124268892,0.9991922918479889,0.941607552137439,0.9991922918479889,62498,62498,7462785
6326000,0.014887683419036749,0.9990524320909665,0.016028174723826897,0.01470644002205611,17.34919380335125,16.0,8.746325102358275,/dev/fd/63,"GCF_020179505.1 Bacteroides thetaiotaomicron strain=Bt9236, ASM2017950v1",873822246822f8b6bfb60146d937a0d6,0.9990524320909665,6326000,4,388354000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,dna,1000,424915,true,0.8751712341067028,0.9999694192696869,0.9375703266881948,0.9999694192696869,109751,1118456,7462785
3519000,0.008281656331266254,0.553409090909091,0.007784464638230193,0.015009544024114321,57.38370901639344,57.0,18.293900739754346,/dev/fd/63,"GCF_000152605.1 Sulfitobacter sp. EE-36 strain=EE-36, ASM15260v1",272eda69da90813c8c2e841e0555e5b0,0.9997159090909091,1948000,48,248294000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,dna,1000,424915,true,0.8550177308697614,0.9810952444554718,0.9180564876626166,0.9810952444554718,112013,5604837,7462785
5187000,0.012207147311815304,0.9902634593356243,0.013545485882611012,0.008142000607011993,11.714285714285714,9.0,15.065953401136216,/dev/fd/63,"GCF_000021665.1 Shewanella baltica OS223 strain=OS223, ASM2166v1",38729c6374925585db28916b82a6f513,0.9902634593356243,5187000,6,377745000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,dna,1000,424915,true,0.8704329229955041,0.9996844288122182,0.9350586759038612,0.9996844288122182,60762,1254446,7462785
1564000,0.003680736147229446,0.9993606138107417,0.006716918210884587,0.01362721825699119,65.06525911708253,63.0,15.879652628669238,/dev/fd/63,"GCA_003543175.1 Hydrogenobaculum sp., ASM354317v1",da359c7d4839e1bd472c065804809a68,1.0,1563000,58,231133000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,dna,1000,424915,true,0.8509591484088982,0.9999793682552961,0.9254692583320971,0.9999793682552961,101697,6830287,7462785
5422000,0.012760199098643258,0.9998156002212797,0.013961488744804998,0.010080419039272872,13.874585023976392,13.0,11.105764948426147,/dev/fd/63,"GCF_000007345.1 Methanosarcina acetivorans C2A strain=C2A, ASM734v1",56bdd31d168788f6b31dcd0751089a62,0.9998156002212797,5422000,5,382932000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,dna,1000,424915,true,0.8712826944216197,0.9999940510892287,0.9356383727554242,0.9999940510892287,75228,1193684,7462785
1635000,0.0038478283892072534,0.9253822629969419,0.006546014632268001,0.006032466431767765,29.754791804362196,29.0,8.18482902364759,/dev/fd/63,"GCF_000011585.1 Methanococcus maripaludis S2 strain=S2, ASM1158v1",d45be194ffb4596d4fa8845dd89d8d8d,1.0,1513000,59,229620000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,dna,1000,424915,true,0.8502519649117336,0.9975015659867335,0.9238767654492335,0.9975015659867335,45019,6875306,7462785
5165000,0.012155372250920773,0.972473604826546,0.013654714159022622,0.007441457847170996,10.766576192322606,9.0,7.785822383859799,/dev/fd/63,"GCF_000195675.1 Bordetella bronchiseptica RB50 strain=RB50, ASM19567v1",4d260a2e768d27ef2e2ec65bc61f4a57,0.9737933634992458,5158000,7,372587000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,dna,1000,424915,true,0.8706584638325773,0.9991000069973638,0.9348792354149705,0.9991000069973638,55534,1309980,7462785
1477000,0.003475989315510161,0.9993234100135318,0.0064323665185959415,0.010475445828869518,52.92890995260664,49.0,30.031956975415458,/dev/fd/63,"GCF_000025665.1 Aciduliprofundum boonei T469 strain=T469, ASM2566v1",c11126d0591db94cd3d1c8568499375f,0.9993234100135318,1477000,60,228143000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,dna,1000,424915,true,0.849771738458294,0.9999781673681171,0.9248749529132055,0.9999781673681171,78176,6953482,7462785
5063000,0.011915324241318852,0.9921599372794982,0.013586088618228763,0.010281818382815531,15.158237850651917,14.0,9.786098836558088,/dev/fd/63,"GCF_000016425.1 Salinispora tropica CNB-440 strain=CNB-440, ASM1642v1",e41c93cc239f49bd10ebd38dfd343075,0.9923559388475108,5062000,8,367525000,outputs.paper/trim/SRR606249.trim.fq.gz,SRR606249,1b1b1d8e954aa9b36214fcaddf05c178,424915000,31,dna,1000,424915,true,0.87051696670224,0.9997461303723912,0.9351315485373156,0.9997461303723912,76731,1386711,7462785
